Production_Date,Month,Quarter,Year,Plant_Location,Department,Machine_ID,Machine_Type,Shift,Product_Being_Manufactured,Raw_Material,Machine_Condition,Units_Produced,Target_Units,Production_Efficiency_%,Defect_Count,Defect_Rate_%,Defect_Type,Downtime_Hours,Production_Cost_INR,Energy_Consumption_kWh,Maintenance_Required,Order_Status
30-06-2022,June,Q2,2022,Kanpur Plant,R&D,LC-030,Pilot Winding Unit,Night (10PM-6AM),FIBC Conversion Line,PP Granules Grade B,Good,83,359,23.12,12,14.46,Prototype Parameter Deviation,1.79,99700,109.74,No,On Hold
01-07-2022,July,Q3,2022,Bengaluru Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),Nova 82 Circular Loom,PP Granules Grade B,Excellent,40,230,17.39,18,45,No Defect,0.35,95879,101.67,Yes,Completed
01-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade B,Good,205,491,41.75,21,10.24,Broken Warp Tape,0.08,37486,29.8,No,Completed
01-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade A,Poor,357,215,100,21,5.88,Weft Skip,4.38,78914,90,No,Delayed
01-07-2022,July,Q3,2022,Bengaluru Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),Tape Extrusion Line,PP Granules Grade A,Good,183,262,69.85,7,3.83,Bobbin Package Defect,1.87,68156,86.72,No,Completed
02-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Morning (6AM-2PM),Lofil Multifilament Line,Recycled PP Pellets,Good,340,373,91.15,7,2.06,Fabric Tear,0.67,91082,127.75,No,Delayed
02-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade B,Good,213,253,84.19,7,3.29,Broken Warp Tape,1.53,15159,60.1,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),CSN 4 Circular Loom,PP Granules Grade A,Good,245,274,89.42,3,1.22,Wind Ratio Error,0.97,44182,106.11,No,Completed
02-07-2022,July,Q3,2022,Bengaluru Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Nova 82 Circular Loom,Master Batch Additive,Excellent,266,484,54.96,13,4.89,Denier Inconsistency,1.13,79848,60.91,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),Precision Tape Winder,Master Batch Additive,Fair,259,348,74.43,12,4.63,No Defect,3.5,68984,89.94,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Night (10PM-6AM),Precision Tape Winder,PP Granules Grade B,Excellent,419,336,100,18,4.3,No Defect,1.34,29296,140.42,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Lofil Multifilament Line,HDPE Granules,Good,142,399,35.59,11,7.75,Weft Skip,0.14,68596,68.53,No,Completed
02-07-2022,July,Q3,2022,Bengaluru Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Afternoon (2PM-10PM),Nova 82 Circular Loom,PP Granules Grade B,Fair,121,440,27.5,22,18.18,Contamination in Pellets,2.99,57737,70.62,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Night (10PM-6AM),Lofil Multifilament Line,Recycled PP Pellets,Excellent,299,494,60.53,19,6.35,Melt Flow Issue,1.17,40687,38.44,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Night (10PM-6AM),FSN 4 Circular Loom,PP Granules Grade A,Good,291,475,61.26,6,2.06,Weft Skip,0.81,16052,110.71,No,Completed
02-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),Precision Tape Winder,Master Batch Additive,Fair,341,463,73.65,19,5.57,No Defect,3.93,44991,100.15,No,On Hold
02-07-2022,July,Q3,2022,Bengaluru Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Precision Tape Winder,PP Granules Grade A,Fair,258,222,100,10,3.88,No Defect,2.09,23017,128.1,No,Completed
02-07-2022,July,Q3,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),CSN 4 Circular Loom,Recycled PP Pellets,Fair,289,358,80.73,20,6.92,Tape Width Variation,3.24,96549,114.67,No,Delayed
02-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Nova 82 Circular Loom,PP Granules Grade B,Good,284,450,63.11,17,5.99,Fabric Tear,0.01,43418,146.39,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),LSL Circular Loom,Master Batch Additive,Fair,290,459,63.18,17,5.86,Fabric Tear,3.51,24264,114.35,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-012,Venti Circular Loom,Morning (6AM-2PM),Precision Tape Winder,Recycled PP Pellets,Excellent,109,304,35.86,13,11.93,Weft Skip,1.74,30868,35.95,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),Nova 82 Circular Loom,PP Granules Grade B,Excellent,407,339,100,16,3.93,Peel Strength Failure,0.7,73304,29.24,No,In Progress
03-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Morning (6AM-2PM),Strapping Line,Master Batch Additive,Good,253,480,52.71,7,2.77,Cut Length Error,1.15,62673,109.13,No,Completed
03-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Night (10PM-6AM),Strapping Line,Master Batch Additive,Poor,408,421,96.91,34,8.33,Shuttle Jam,9.03,61648,26.09,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-017,Flexographic Printing Machine,Afternoon (2PM-10PM),Extrusion Lamination Line,PP Granules Grade B,Fair,204,294,69.39,16,7.84,No Defect,1.25,91684,89.85,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,HDPE Granules,Good,42,420,10,2,4.76,Weft Skip,1.37,57423,110,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Afternoon (2PM-10PM),Nova 10 Circular Loom,PP Granules Grade B,Fair,391,341,100,9,2.3,Filament Breakage,4.2,50014,73.94,No,Completed
03-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),FSN 4 Circular Loom,PP Granules Grade A,Excellent,137,490,27.96,7,5.11,Bobbin Package Defect,0.48,20352,34.1,Yes,Delayed
03-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Afternoon (2PM-10PM),CSN 4 Circular Loom,Recycled PP Pellets,Good,295,363,81.27,14,4.75,Air Bubble,1.39,30116,94.04,Yes,Completed
03-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),Strapping Line,HDPE Granules,Poor,148,362,40.88,26,17.57,Weft Skip,9.7,36177,104.52,No,Delayed
04-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Night (10PM-6AM),Strapping Line,Master Batch Additive,Poor,166,304,54.61,34,20.48,Bobbin Package Defect,7.65,70814,104.93,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Afternoon (2PM-10PM),FIBC Conversion Line,Recycled PP Pellets,Good,96,421,22.8,8,8.33,Weft Skip,1.72,50176,102.4,No,Delayed
04-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),Nova 82 Circular Loom,HDPE Granules,Poor,225,259,86.87,39,17.33,Wind Ratio Error,4.34,84001,114.5,No,On Hold
04-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Night (10PM-6AM),LSL Circular Loom,Master Batch Additive,Excellent,69,360,19.17,4,5.8,Stitching Defect,1.67,80782,144.16,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Good,220,395,55.7,13,5.91,Melt Flow Issue,0.61,64666,109.52,Yes,Completed
04-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade B,Good,220,218,100,8,3.64,Broken Warp Tape,0.38,60234,36.67,No,Completed
04-07-2022,July,Q3,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),CSN 4 Circular Loom,HDPE Granules,Good,427,469,91.04,9,2.11,Melt Flow Issue,0.13,30922,27.97,No,Completed
04-07-2022,July,Q3,2022,Bengaluru Plant,Conversion,LC-017,Flexographic Printing Machine,Morning (6AM-2PM),FIBC Conversion Line,HDPE Granules,Excellent,421,308,100,7,1.66,No Defect,1.88,17092,131.15,No,Delayed
04-07-2022,July,Q3,2022,Bengaluru Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Morning (6AM-2PM),Strapping Line,HDPE Granules,Excellent,143,244,58.61,0,0,No Defect,1.81,71349,82.95,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Night (10PM-6AM),Precision Tape Winder,PP Granules Grade B,Excellent,362,312,100,20,5.52,Tape Overlap,0.71,67781,71.72,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Quality Control,LC-026,UV Resistance Chamber,Night (10PM-6AM),Recycling Machine,Recycled PP Pellets,Good,89,292,30.48,17,19.1,UV Resistance Failure,0.86,99566,52.12,No,In Progress
04-07-2022,July,Q3,2022,Bengaluru Plant,Multifilament,LC-021,Twister Winder LT-300,Afternoon (2PM-10PM),CSN 4 Circular Loom,Master Batch Additive,Excellent,75,377,19.89,1,1.33,Yarn Tenacity Variation,1.87,37222,135.01,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),LSL Circular Loom,Recycled PP Pellets,Excellent,353,369,95.66,9,2.55,Shuttle Jam,1.62,34765,47.98,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade B,Fair,347,256,100,18,5.19,No Defect,3.4,57530,60.96,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade A,Fair,130,217,59.91,20,15.38,Cut Length Error,3.39,10505,113.23,No,Completed
04-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Morning (6AM-2PM),Nova 10 Circular Loom,HDPE Granules,Excellent,438,488,89.75,13,2.97,Denier Inconsistency,1.18,29314,40.32,No,Delayed
05-07-2022,July,Q3,2022,Bengaluru Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Night (10PM-6AM),Precision Tape Winder,PP Granules Grade B,Good,243,456,53.29,11,4.53,No Defect,0.31,16154,130.13,No,Delayed
05-07-2022,July,Q3,2022,Bengaluru Plant,Recycling,LC-023,Shredder Extruder SE-150,Morning (6AM-2PM),CSN 4 Circular Loom,PP Granules Grade A,Good,136,476,28.57,11,8.09,Pellet Size Variation,0.44,15714,96.44,No,In Progress
05-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),Precision Tape Winder,Master Batch Additive,Good,268,369,72.63,9,3.36,No Defect,0.8,64157,35.68,Yes,In Progress
05-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),FSN 4 Circular Loom,Master Batch Additive,Excellent,404,346,100,12,2.97,Peel Strength Failure,0.71,79253,57.06,No,Completed
05-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Afternoon (2PM-10PM),FIBC Conversion Line,PP Granules Grade A,Excellent,200,234,85.47,11,5.5,Bag Dimension Error,0.22,61889,93.95,No,In Progress
05-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Morning (6AM-2PM),Extrusion Lamination Line,Master Batch Additive,Good,367,317,100,7,1.91,Fabric Tear,0.9,30112,43.7,No,In Progress
05-07-2022,July,Q3,2022,Bengaluru Plant,Tape Winding,LC-004,Precision Winder PW-100,Morning (6AM-2PM),CSN 4 Circular Loom,Recycled PP Pellets,Excellent,105,366,28.69,9,8.57,Tape Overlap,0.53,72908,139.32,No,In Progress
05-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Afternoon (2PM-10PM),CSN 4 Circular Loom,Master Batch Additive,Excellent,185,273,67.77,13,7.03,Weave Pattern Error,0.61,34233,100.45,No,Completed
05-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Excellent,438,302,100,18,4.11,Print Misalignment,1.51,97972,44.73,Yes,Completed
05-07-2022,July,Q3,2022,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Afternoon (2PM-10PM),Extrusion Lamination Line,HDPE Granules,Poor,325,333,97.6,24,7.38,No Defect,8.64,53046,45.76,Yes,Completed
05-07-2022,July,Q3,2022,Kanpur Plant,Quality Control,LC-026,UV Resistance Chamber,Afternoon (2PM-10PM),Lofil Multifilament Line,Master Batch Additive,Fair,65,424,15.33,11,16.92,No Defect,2.21,61397,69.05,No,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Afternoon (2PM-10PM),Strapping Line,Recycled PP Pellets,Good,249,458,54.37,12,4.82,Pellet Size Variation,1.49,79386,62.51,No,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Morning (6AM-2PM),Lofil Multifilament Line,PP Granules Grade B,Good,114,307,37.13,8,7.02,Broken Warp Tape,0.9,73942,51.86,No,In Progress
06-07-2022,July,Q3,2022,Kanpur Plant,Recycling,LC-022,Cutter Compactor Recycler CC-200,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade A,Good,130,298,43.62,7,5.38,Throughput Drop,0.51,66416,74.1,Yes,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Morning (6AM-2PM),FIBC Conversion Line,Recycled PP Pellets,Good,302,402,75.12,11,3.64,Peel Strength Failure,1.63,78151,110.4,No,Delayed
06-07-2022,July,Q3,2022,Kanpur Plant,Quality Control,LC-026,UV Resistance Chamber,Night (10PM-6AM),Nova 10 Circular Loom,Recycled PP Pellets,Poor,49,325,15.08,29,59.18,UV Resistance Failure,9.7,64668,124,No,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-021,Twister Winder LT-300,Night (10PM-6AM),Strapping Line,PP Granules Grade B,Excellent,318,214,100,8,2.52,Filament Breakage,1.16,45108,80.96,No,In Progress
06-07-2022,July,Q3,2022,Bengaluru Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Afternoon (2PM-10PM),Nova 82 Circular Loom,Master Batch Additive,Good,363,482,75.31,0,0,No Defect,0.18,30964,140.95,Yes,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Afternoon (2PM-10PM),CSN 4 Circular Loom,PP Granules Grade A,Excellent,90,386,23.32,4,4.44,Broken Warp Tape,0.43,41767,125.78,No,In Progress
06-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Afternoon (2PM-10PM),Tape Extrusion Line,Recycled PP Pellets,Fair,288,223,100,13,4.51,Peel Strength Failure,3.2,73426,44.35,No,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Afternoon (2PM-10PM),Precision Tape Winder,Master Batch Additive,Excellent,334,207,100,0,0,No Defect,1.4,96003,95.64,No,In Progress
06-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Night (10PM-6AM),Recycling Machine,PP Granules Grade B,Fair,190,358,53.07,17,8.95,Weft Skip,4.14,73040,34.79,No,Completed
06-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade A,Good,406,482,84.23,14,3.45,Shuttle Jam,0.02,28432,89.3,Yes,Completed
06-07-2022,July,Q3,2022,Bengaluru Plant,Tape Extrusion,LC-003,HDPE Tape Extrusion Line,Morning (6AM-2PM),Strapping Line,Recycled PP Pellets,Excellent,412,303,100,16,3.88,Tape Width Variation,1.43,33425,128.86,Yes,Completed
07-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Morning (6AM-2PM),LSL Circular Loom,PP Granules Grade B,Fair,319,319,100,15,4.7,Tape Breakage,3.85,30994,66.92,No,Completed
07-07-2022,July,Q3,2022,Bengaluru Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Afternoon (2PM-10PM),Lofil Multifilament Line,Master Batch Additive,Excellent,124,470,26.38,6,4.84,Tape Breakage,0.33,74763,108.35,Yes,In Progress
07-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-007,Nova 10 Circular Loom,Night (10PM-6AM),Lofil Multifilament Line,Master Batch Additive,Excellent,419,474,88.4,13,3.1,Weft Skip,1.47,10925,43.34,Yes,Completed
07-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Night (10PM-6AM),Nova 10 Circular Loom,PP Granules Grade B,Good,60,493,12.17,11,18.33,Denier Inconsistency,0.97,37356,103.29,Yes,Delayed
07-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-008,Nova 82 Circular Loom,Morning (6AM-2PM),FSN 4 Circular Loom,Recycled PP Pellets,Excellent,380,375,100,5,1.32,Fabric Tear,0.64,10344,88.59,No,Completed
07-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-010,CSN 4 Circular Loom,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade B,Good,263,431,61.02,17,6.46,Weft Skip,1.47,95858,114.39,No,In Progress
07-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Night (10PM-6AM),Recycling Machine,HDPE Granules,Fair,207,203,100,12,5.8,Wind Ratio Error,4.61,31888,79.09,No,Completed
07-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Night (10PM-6AM),CSN 4 Circular Loom,PP Granules Grade A,Good,160,266,60.15,0,0,No Defect,0.72,30663,28.22,Yes,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-021,Twister Winder LT-300,Afternoon (2PM-10PM),Precision Tape Winder,Recycled PP Pellets,Excellent,131,355,36.9,6,4.58,Yarn Tenacity Variation,0.63,98396,80.98,No,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Conversion,LC-018,FIBC Conversion Line,Afternoon (2PM-10PM),FSN 4 Circular Loom,PP Granules Grade A,Excellent,220,425,51.76,13,5.91,No Defect,1.82,63154,143.78,No,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Fair,318,241,100,17,5.35,Yarn Tenacity Variation,1.25,23080,149.58,No,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Afternoon (2PM-10PM),Nova 82 Circular Loom,Master Batch Additive,Fair,76,499,15.23,15,19.74,Peel Strength Failure,2.07,13799,32.54,Yes,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-009,LSL Circular Loom,Night (10PM-6AM),CSN 4 Circular Loom,Master Batch Additive,Good,448,220,100,4,0.89,No Defect,1.77,36953,92.17,No,On Hold
08-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Afternoon (2PM-10PM),CSN 4 Circular Loom,Master Batch Additive,Fair,137,276,49.64,9,6.57,Uneven Winding Tension,3.54,79745,54.81,No,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Night (10PM-6AM),FIBC Conversion Line,Master Batch Additive,Good,137,310,44.19,10,7.3,No Defect,1.4,92184,22.07,No,Completed
08-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-006,Automatic Tape Winder ATW-300,Morning (6AM-2PM),CSN 4 Circular Loom,Master Batch Additive,Good,310,357,86.83,12,3.87,Tape Overlap,0.57,44939,37.59,No,Completed
09-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),CSN 4 Circular Loom,HDPE Granules,Fair,79,483,16.36,23,29.11,Uneven Winding Tension,2.62,72039,52.36,No,Delayed
09-07-2022,July,Q3,2022,Kanpur Plant,Multifilament,LC-019,Lofil Multifilament Line MF-1,Morning (6AM-2PM),Recycling Machine,PP Granules Grade B,Poor,257,299,85.95,33,12.84,Denier Inconsistency,3.41,27457,31.94,No,Completed
09-07-2022,July,Q3,2022,Kanpur Plant,R&D,LC-028,Prototype Circular Loom,Morning (6AM-2PM),Tape Extrusion Line,Master Batch Additive,Poor,310,484,64.05,28,9.03,Prototype Parameter Deviation,9.21,57767,79.72,No,Completed
09-07-2022,July,Q3,2022,Bengaluru Plant,Conversion,LC-016,Bag Cutting & Stitching Line,Morning (6AM-2PM),Strapping Line,HDPE Granules,Fair,115,243,47.33,6,5.22,Print Misalignment,2.87,85479,54.45,No,Completed
09-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-004,Precision Winder PW-100,Afternoon (2PM-10PM),Lofil Multifilament Line,Recycled PP Pellets,Good,360,353,100,15,4.17,Tape Overlap,1.01,19777,40.98,Yes,On Hold
09-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Night (10PM-6AM),Precision Tape Winder,PP Granules Grade B,Good,187,291,64.26,17,9.09,Uneven Winding Tension,0.51,52363,47.87,No,Completed
09-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-012,Venti Circular Loom,Morning (6AM-2PM),CSN 4 Circular Loom,PP Granules Grade A,Good,71,437,16.25,10,14.08,Fabric Tear,1.62,58311,147.6,No,In Progress
09-07-2022,July,Q3,2022,Bengaluru Plant,Multifilament,LC-020,Lofil Multifilament Line MF-2,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade B,Fair,64,373,17.16,23,35.94,Filament Breakage,2.3,19990,23.34,No,Completed
10-07-2022,July,Q3,2022,Bengaluru Plant,Quality Control,LC-025,GSM Testing Equipment,Afternoon (2PM-10PM),Recycling Machine,Recycled PP Pellets,Fair,236,286,82.52,22,9.32,Failed Tensile Test,1.19,45212,102.15,Yes,Completed
10-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-013,Extrusion Lamination Line EL-50,Night (10PM-6AM),Strapping Line,Master Batch Additive,Fair,251,324,77.47,21,8.37,Coating Thickness Variation,3.43,18370,87.45,No,On Hold
10-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Lofil Multifilament Line,PP Granules Grade A,Excellent,82,379,21.64,0,0,No Defect,0.2,51736,20.29,No,Completed
10-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-002,Tape Extrusion Line TE-400,Night (10PM-6AM),Recycling Machine,PP Granules Grade B,Fair,325,477,68.13,26,8,Thickness Inconsistency,1.53,17874,92.04,No,Completed
10-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Night (10PM-6AM),Nova 82 Circular Loom,PP Granules Grade A,Excellent,430,394,100,14,3.26,Air Bubble,1.01,31486,24.21,Yes,Completed
10-07-2022,July,Q3,2022,Kanpur Plant,Tape Winding,LC-005,Step Precision Winder SPW-200,Morning (6AM-2PM),LSL Circular Loom,Master Batch Additive,Excellent,290,286,100,7,2.41,No Defect,1.41,65461,28.8,No,Completed
10-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-009,LSL Circular Loom,Morning (6AM-2PM),Tape Extrusion Line,Recycled PP Pellets,Fair,377,440,85.68,27,7.16,No Defect,4.59,89797,85.5,No,Completed
10-07-2022,July,Q3,2022,Bengaluru Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Afternoon (2PM-10PM),FSN 4 Circular Loom,Recycled PP Pellets,Good,146,399,36.59,19,13.01,Fabric Tear,0.03,92016,32.96,No,Completed
10-07-2022,July,Q3,2022,Bengaluru Plant,Conversion,LC-018,FIBC Conversion Line,Night (10PM-6AM),Extrusion Lamination Line,PP Granules Grade A,Excellent,157,491,31.98,1,0.64,Print Misalignment,1.95,66839,116.47,No,Completed
10-07-2022,July,Q3,2022,Kanpur Plant,Lamination & Coating,LC-015,Coating Machine CM-75,Afternoon (2PM-10PM),LSL Circular Loom,Master Batch Additive,Good,356,414,85.99,6,1.69,Peel Strength Failure,0.71,61484,22.22,No,In Progress
10-07-2022,July,Q3,2022,Kanpur Plant,Tape Extrusion,LC-001,Tape Extrusion Line TE-600,Morning (6AM-2PM),FIBC Conversion Line,PP Granules Grade B,Good,234,359,65.18,11,4.7,Thickness Inconsistency,1.05,46362,64.88,No,Completed
10-07-2022,July,Q3,2022,Bengaluru Plant,Lamination & Coating,LC-014,Extrusion Lamination Line EL-100,Morning (6AM-2PM),Strapping Line,PP Granules Grade B,Good,368,325,100,23,6.25,No Defect,0.91,53365,24.95,No,Delayed
10-07-2022,July,Q3,2022,Bengaluru Plant,Recycling,LC-023,Shredder Extruder SE-150,Afternoon (2PM-10PM),Lofil Multifilament Line,PP Granules Grade B,Good,326,380,85.79,8,2.45,Contamination in Pellets,0.15,53379,141.97,No,In Progress
10-07-2022,July,Q3,2022,Kanpur Plant,Circular Loom,LC-011,FSN 4 Circular Loom,Morning (6AM-2PM),Lofil Multifilament Line,PP Granules Grade A,Fair,206,286,72.03,15,7.28,No Defect,3.36,32958,100.75,No,In Progress
